Code	Indication	Categories	Regimen	URL
00269a	Metastatic breast carcinoma.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	5-fluorouracil, epirubicin 50 and cyclophosphamide (fec50)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/269.pdf
00361a	Treatment of postmenopausal women with oestrogen receptor positive, locally advanced or metastatic breast cancer for disease relapse on or after adjuvant anti-oestrogen therapy.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	fulvestrant	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/361.pdf
00361b	Treatment of postmenopausal women with oestrogen receptor positive, locally advanced or metastatic breast cancer for disease progression on or after adjuvant anti-oestrogen therapy.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	fulvestrant	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/361.pdf
00430a	Treatment of locally recurrent metastatic triple negative breast cancer.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	gemcitabine and carboplatin (auc2) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/430-gemcitabine-and-carboplatin-auc2-therapy-21-days.pdf
00217a	"Treatment of adult patients with breast cancer, whose tumours overexpress HER2 in combination with capecitabine for patients with advanced or metastatic disease with progression following prior therapy, which must have included anthracyclines and taxanes and therapy with trastuzumab in the metastatic setting.
Treatment of adult patients with breast cancer, whose tumours over express HER2 in combination with capecitabine for patients with advanced or metastatic disease with progression following prior therapy, which should have included anthracyclines and taxanes and therapy with trastuzumab in the metastatic setting."	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	lapatinib and capecitabine	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/217.pdf
00371c	"Advanced breast cancer after relapse or disease progression, in women with natural or artificially induced postmenopausal endocrine status.
Advanced breast cancer after relapse or disease progression in women with natural or artificially induced post menopausal endocrine status."	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	letrozole	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/371.pdf
00226a	Treatment of metastatic breast carcinoma (mBC) in patients who have either failed or are not candidates for standard, anthracycline-containing therapy.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	paclitaxel monotherapy 80mg/m2 day 1, 8, 15 and 22 - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/226-paclitaxel-monotherapy-80mg-m2-7day-cycle.pdf
00621b	Treatment of metastatic breast carcinoma (mBC) in patients who have either failed or are not candidates for standard, anthracycline-containing therapy.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	paclitaxel 80mg/m2 day 1, 8 and 15 monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/621.pdf
00230a	Treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	nab-paclitaxel monotherapy - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/230-nab-paclitaxel-abraxane%C2%AE-monotherapy-%E2%80%93-21-day-cycle.pdf
00736a	Treatment of metastatic breast carcinoma (mBC) in patients who haveeither failed or are not candidates for standard, anthracycline-containing therapy.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	nab-paclitaxel weekly monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/nab-paclitaxel-weekly-monotherapy28-day.pdf
00414a	Treatment of hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer in combination with an aromatase inhibitor.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	palbociclib therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/414-palbociclib-therapy-28-days.pdf
00414b	Treatment of hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative locally advanced or metastatic breast cancer in combination with fulvestrant in women who have received prior endocrine therapy.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	palbociclib therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/414-palbociclib-therapy-28-days.pdf
00204a	Pertuzumab is indicated in combination with trastuzumab and DOCEtaxel in adult patients with HER2- positive metastatic or locally recurrent unresectable breast cancer, who have not received previous anti HER2 therapy or chemotherapy for their metastatic disease.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	pertuzumab and trastuzumab and docetaxel therapy - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/204-pertuzumab-and-trastuzumab-and-docetaxel-therapy-21-day-cycle.pdf
00507a	Pertuzumab is indicated in combination with trastuzumab and PACLitaxel  in adult patients with HER2- positive metastatic or locally recurrent unresectable breast cancer, who have not received previous anti- HER2 therapy or chemotherapy for their metastatic disease where patients are intolerant of, have had significant toxicity to or are deemed clinically unsuitable for DOCEtaxel.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	pertuzumab trastuzumab and weekly paclitaxeltherapy - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/507.pdf
00775a	Neoadjuvant treatment of adult patients with HER2-positive, locally advanced, inflammatory, or early stage breast cancer at high risk of recurrence.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	pertuzumab trastuzumab, paclitaxel and carbo	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/775-pertuzumab-trastuzumab-paclitaxel-and-carboplatin-therapy-train-2-.pdf
00726a	Pertuzumab in combination with trastuzumab for the maintenance treatment of adult patients with HER2-positive metastatic or locally recurrent unresectable breast cancer, where this is a continuation of treatment for patients who have completed the chemotherapy component of the treatment.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	pertuzumab and trastuzumab	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/726-pertuzumab-trastuzumab-therapy.pdf
00526a	­­­­Pertuzumab in combination with trastuzumab and vinorelbine for the treatment of adult patients with HER2- positive metastatic or locally recurrent unresectable breast cancer, who have not received previous anti- HER2 therapy or chemotherapy for their metastatic disease where patients are deemed clinically unsuitable for taxane based therapy.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	pertuzumab trastuzumab and vinorelbine	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/526-pertuzumab-trastuzumab-and-vinorelbine.pdf
00525a	Treatment of postmenopausal women with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer as initial endocrine-based therapy in combination with an aromatase inhibitor.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	ribociclib therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/525-ribociclib-therapy-28-day.pdf
00525b	Treatment of women with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer in combination with an aromatase inhibitor or fulvestrant as initial endocrine based therapy or in women who have received prior endocrine therapy.In pre or perimenopausal women, the endocrine therapy should be combined with a luteinising hormone releasing hormone (LHRH) agonist.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	ribociclib therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/525-ribociclib-therapy-28-day.pdf
00605a	Talazoparib is indicated as monotherapy for the treatment of adult patients with germline BRCA1/2-mutations, who have HER2-negative locally advanced or metastatic breast cancer. Patients should have been previously treated with an anthracycline and/or a taxane in the (neo)adjuvant, locally advanced or metastatic setting unless patients were not suitable for these treatments. Patients with hormone receptor (HR)-positive breast cancer should have been treated with a prior endocrine-based therapy or be considered unsuitable for endocrine-based therapy.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	talazoparib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/605-talazoparib-therapy.pdf
00253b	Treatment of oestrogen receptor positive advanced breast cancer in pre- or post-menopausal women.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	tamoxifen	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/253tamoxifen.pdf
00201a	The treatment of patients with HER2 positive metastatic breast cancer (MBC).	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	trastuzumab (iv) monotherapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/201.pdf
00200a	HER2 positive metastatic breast cancer (MBC).	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	trastuzumab (iv) monotherapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/200-trastuzumab-iv-monotherapy-21.pdf
00272a	As monotherapy for the treatment of those patients who have received at least two chemotherapy regimens for their metastatic disease. Prior chemotherapy must have included at least an anthracycline and a taxane unless patients are unsuitable for these treatments. Hormone receptor positive patients must also have failed hormonal therapy, unless patients are unsuitable for these treatments.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	trastuzumab subcutaneous - 21 days - metastatic breast carcinoma	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/272.pdf
00272b	In combination with paclitaxel for the treatment of those patients who have not received chemotherapy for their metastatic disease and for whom an anthracycline is not suitable.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	trastuzumab subcutaneous - 21 days - metastatic breast carcinoma	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/272.pdf
00272c	In combination with docetaxel for the treatment of those patients who have not received chemotherapy for their metastatic disease.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	trastuzumab subcutaneous - 21 days - metastatic breast carcinoma	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/272.pdf
00272d	In combination with an aromatase inhibitor for the treatment of postmenopausal patients with hormone-receptor positive MBC, not previously treated with trastuzumab.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	trastuzumab subcutaneous - 21 days - metastatic breast carcinoma	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/272.pdf
00206a	Treatment of adult patients with HER2-positive, unresectable locally advanced or metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination.Patients should have either:.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	trastuzumab emtansine (kadcyla®) - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/206.pdf
00232a	Advanced breast cancer.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	intravenous vinorelbine therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/232-intravenous-vinorelbine-therapy-21-days.pdf
00259a	Advanced breast cancer.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	oral vinorelbine monotherapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/259.pdf
00723a	Prevention of skeletal related events in malignancies involving bone metastases.	genitourinary:Prostate Chemotherapy Regimens, breast, breast:Locally Advanced / Metastatic Regimens, sarcoma, oral-anti-cancer-medicines, genitourinary	zoledronic acid therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/zoledronic-acid-28days-v1-723.pdf
